EVENT_ID,PSN,MAINTENANCE_START,MAINTENANCE_END,MAINTENANCE_USER,MAINTENANCE_CONTENT,AVG_PI_BEFORE,AVG_PI_AFTER,DIFF,P_VALUE,SIGNIFICANT_DROP
B1_SCOP_09_B1_SCOP_09#PA_20260728160736,B1_SCOP_09#PA,2026-07-28 20:00:00,2026-07-28 20:30:00,C4290,用酒精+無塵布清潔Paticle sensor周圍,0.26,0.192,-0.068,0.0000,是
B1_SCOP_08_B1_SCOP_08#ST_20260728160151,B1_SCOP_08#ST,2026-07-28 21:00:00,2026-07-28 21:30:00,C4290,用酒精+無塵布清潔Paticle sensor周圍,0.284,0.108,-0.176,0.0000,是
B1_COAT_04_B1_COAT_04#14-1_20260728142518,B1_COAT_04#14-1,2026-07-28 20:40:00,2026-07-28 21:10:00,F8952,使用無塵布+酒精清潔周圍,0.159,0.186,0.027,0.9899,否
B1_STEP_04_B1_STEP_04#PA_20260728133505,B1_STEP_04#PA,2026-07-28 21:30:00,2026-07-28 21:50:00,C0242,使用無塵布+酒精清潔周圍,0.2,0.266,0.066,0.9997,否
B1_COAT_03_B1_COAT_03#13-1_20260728111154,B1_COAT_03#13-1,2026-07-28 20:10:00,2026-07-28 20:30:00,F8952,使用無塵布+酒精清潔周圍,0.057,0.16,0.102,1.0000,否
B1_ETCH_04_B1_ETCH_04#LP_20260728094831,B1_ETCH_04#LP,2026-07-31 10:30:00,2026-07-31 10:45:00,D1004,使用IPA，無塵布清潔Particle,,,,N/A,N/A
B1_AGST_02_B1_AGST_02#ST_20260728073302,B1_AGST_02#ST,2026-07-28 21:25:00,2026-07-28 21:45:00,C4290,使用無塵布+酒精清潔周圍,0.233,0.142,-0.091,0.0000,是
B1_DEVP_02_B1_DEVP_02#14-2_20260728045626,B1_DEVP_02#14-2,2026-07-28 21:30:00,2026-07-28 21:50:00,F8952,使用無塵布+酒精清潔周圍,0.351,0.381,0.03,0.9971,否
B1_DEVP_02_B1_DEVP_02#14-1_20260728045625,B1_DEVP_02#14-1,2026-07-28 21:30:00,2026-07-28 21:50:00,F8952,使用無塵布+酒精清潔周圍,0.422,0.345,-0.077,0.0000,是
B1_STEP_03_B1_STEP_03#PA_20260728043314,B1_STEP_03#PA,2026-07-28 21:00:00,2026-07-28 21:10:00,F8952,量測光源時，使用無塵布+酒精清潔周圍,0.233,0.148,-0.085,0.0000,是
B1_AGST_03_B1_AGST_03#ST_20260728034903,B1_AGST_03#ST,2026-07-28 22:00:00,2026-07-28 22:10:00,F8952,目前將鏡頭跟鼻輪拆除，維修導致,0.39,0.054,-0.336,0.0000,是
B1_RESZ_02_B1_RESZ_02#LP_20260728024630,B1_RESZ_02#LP,2026-07-28 09:50:00,2026-07-28 10:20:00,K24766,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.226,0.171,-0.055,0.0000,是
B1_SCOP_06_B1_SCOP_06#ST_20260728024032,B1_SCOP_06#ST,2026-07-28 22:10:00,2026-07-28 22:30:00,C4290,使用無塵布+酒精清潔周圍,0.251,0.172,-0.079,0.0000,是
B1_DEVP_01_B1_DEVP_01#11-0_20260728000259,B1_DEVP_01#11-0,2026-07-28 22:00:00,2026-07-28 23:00:00,G1337,用酒精+無塵布清潔Paticle sensor周圍,0.121,0.028,-0.093,0.0000,是
B1_SCOP_02_B1_SCOP_02#PA_20260728000007,B1_SCOP_02#PA,2026-07-28 23:00:00,2026-07-28 23:30:00,C4290,用酒精+無塵布清潔Paticle sensor周圍,0.083,0.066,-0.017,0.0061,是
B1_DEVP_01_B1_DEVP_01#13-1_20260728000001,B1_DEVP_01#13-1,2026-07-28 22:00:00,2026-07-28 23:00:00,G1337,用酒精+無塵布清潔Paticle sensor周圍,0.278,0.397,0.119,1.0000,否
B1_DEVP_03_B1_DEVP_03#11-1_20260727193322,B1_DEVP_03#11-1,2026-07-27 23:39:00,2026-07-28 00:00:00,K23667,PM,0.288,0.304,0.016,0.8197,否
B1_COAT_01_B1_COAT_01#LP2_20260727192032,B1_COAT_01#LP2,2026-07-28 00:00:00,2026-07-28 00:15:00,K02190,"IPA清潔
Partical 0.5um : 0
                     5um : 0",0.234,0.228,-0.007,0.3598,否
B1_SCOP_07_B1_SCOP_07#ST_20260727191544,B1_SCOP_07#ST,2026-07-27 23:40:00,2026-07-27 23:55:00,K02190,"IPA清潔
Partical 0.5um : 1
                     5um : 0",0.23,0.154,-0.076,0.0000,是
B1_DEVP_02_B1_DEVP_02#11-1_20260727182004,B1_DEVP_02#11-1,2026-07-27 22:00:00,2026-07-27 22:15:00,K02190,"IPA清潔
Partical 0.5um : 1
                     5um : 0",0.419,0.439,0.02,0.9739,否
B1_COAT_04_B1_COAT_04#12-2_20260727165703,B1_COAT_04#12-2,2026-07-27 21:20:00,2026-07-27 21:35:00,K02190,"IPA清潔
Partical 0.5um : 2
                     5um : 0",0.328,0.118,-0.21,0.0000,是
B1_AGST_09_B1_AGST_09#PA_20260727165135,B1_AGST_09#PA,2026-07-27 21:00:00,2026-07-27 21:15:00,K02190,"IPA清潔
Partical 0.5um : 1
                     5um : 0",0.215,0.252,0.036,0.9844,否
B1_COAT_07_B1_COAT_07#12-1_20260727162147,B1_COAT_07#12-1,2026-07-27 21:40:00,2026-07-27 21:55:00,K02190,"IPA清潔
Partical 0.5um : 0
                     5um : 0",0.441,0.311,-0.131,0.0000,是
B1_OVEN_01_B1_OVEN_01#OVEN1_20260727154951,B1_OVEN_01#OVEN1,2026-07-27 22:20:00,2026-07-27 22:35:00,K02190,"IPA清潔
Partical 0.5um : 2
                     5um : 0",0.463,0.568,0.105,1.0000,否
B1_DEVP_04_B1_DEVP_04#13-2_20260727145446,B1_DEVP_04#13-2,2026-07-27 23:31:00,2026-07-28 00:00:00,K22236,PM,0.209,0.148,-0.061,0.0000,是
B1_ETCH_03_B1_ETCH_03#LP_20260727143514,B1_ETCH_03#LP,2026-07-27 18:00:00,2026-07-27 18:30:00,D1004,使用IPA，無塵布清潔Particle,0.549,0.488,-0.061,0.0003,是
B1_RESZ_03_B1_RESZ_03#LP_20260727143306,B1_RESZ_03#LP,2026-07-27 22:30:00,2026-07-27 22:45:00,K22663,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0
",0.252,0.185,-0.067,0.0000,是
B1_OVEN_03_B1_OVEN_03#OVEN1_20260727134716,B1_OVEN_03#OVEN1,2026-07-27 23:00:00,2026-07-27 23:15:00,K02190,"IPA清潔
Partical 0.5um : 1
                     5um : 0",0.433,0.35,-0.083,0.0001,是
B1_COAT_07_B1_COAT_07#11-1_20260727133617,B1_COAT_07#11-1,2026-07-27 21:40:00,2026-07-27 21:55:00,K02190,"IPA清潔
Partical 0.5um : 0
                     5um : 0",0.305,0.367,0.062,1.0000,否
B1_SCOP_04_B1_SCOP_04#PA_20260727105257,B1_SCOP_04#PA,2026-07-27 20:13:00,2026-07-27 21:53:00,G5319,PM,0.242,0.228,-0.014,0.0725,否
B1_STEP_02_B1_STEP_02#ST_20260727084212,B1_STEP_02#ST,2026-07-27 21:03:00,2026-07-27 21:56:00,K20290,SETUP,0.315,0.2,-0.115,0.0000,是
B1_DEVP_02_B1_DEVP_02#11-2_20260727081232,B1_DEVP_02#11-2,2026-07-27 22:00:00,2026-07-27 22:15:00,K02190,"IPA清潔
Partical 0.5um : 0
                     5um : 0",0.268,0.167,-0.1,0.0000,是
B1_STEP_03_B1_STEP_03#LP_20260727081028,B1_STEP_03#LP,2026-07-27 08:30:00,2026-07-27 12:35:00,K21152,PM,0.214,0.235,0.022,0.9925,否
B1_DEVP_04_B1_DEVP_04#14-1_20260727075304,B1_DEVP_04#14-1,2026-07-27 23:31:00,2026-07-28 00:00:00,K22236,PM,0.471,0.476,0.005,0.6961,否
B1_AGST_11_B1_AGST_11#PA_20260727075235,B1_AGST_11#PA,2026-07-27 21:07:00,2026-07-27 22:37:00,K23831,PM,0.198,0.124,-0.074,0.0000,是
B1_COAT_04_B1_COAT_04#13-2_20260727075200,B1_COAT_04#13-2,2026-07-27 21:20:00,2026-07-27 21:35:00,K02190,"IPA清潔
Partical 0.5um : 0
                     5um : 0",0.281,0.173,-0.109,0.0000,是
B1_OVEN_03_B1_OVEN_03#OVEN2_20260727075145,B1_OVEN_03#OVEN2,2026-07-27 23:00:00,2026-07-27 23:15:00,K02190,"IPA清潔
Partical 0.5um : 1
                     5um : 0",0.544,0.716,0.172,1.0000,否
B1_WFCL_02_B1_WFCL_02#LP_20260727075145,B1_WFCL_02#LP,2026-07-28 02:00:00,2026-07-28 02:15:00,K02190,"IPA清潔
Partical 0.5um : 0
                     5um : 0",0.289,0.043,-0.246,0.0000,是
B1_DEVP_01_B1_DEVP_01#13-2_20260727072953,B1_DEVP_01#13-2,2026-07-28 01:00:00,2026-07-28 01:15:00,K02190,"IPA清潔
Partical 0.5um : 2
                     5um : 0",0.347,0.127,-0.22,0.0000,是
B1_COAT_06_B1_COAT_06#11-0_20260727070121,B1_COAT_06#11-0,2026-07-28 00:40:00,2026-07-28 00:55:00,K02190,"IPA清潔
Partical 0.5um : 0
                     5um : 0",0.657,0.621,-0.035,0.0524,否
B1_SCOP_09_B1_SCOP_09#PA_20260727063031,B1_SCOP_09#PA,2026-07-28 01:40:00,2026-07-28 01:55:00,K02190,"IPA清潔
Partical 0.5um : 0
                     5um : 0",0.326,0.224,-0.102,0.0000,是
B1_SCOP_04_B1_SCOP_04#ST_20260727053255,B1_SCOP_04#ST,2026-07-27 20:13:00,2026-07-27 21:53:00,G5319,PM,0.191,0.083,-0.109,0.0000,是
B1_DECM_03_B1_DECM_03#LP_20260727043230,B1_DECM_03#LP,2026-07-27 20:58:00,2026-07-27 21:19:00,D1004,使用IPA，無塵布清潔Particle,0.18,0.072,-0.108,0.0000,是
B1_COAT_06_B1_COAT_06#13-1_20260727042748,B1_COAT_06#13-1,2026-07-28 00:40:00,2026-07-28 00:55:00,K02190,"IPA清潔
Partical 0.5um : 1
                     5um : 0",0.274,0.216,-0.058,0.0002,是
B1_DECM_02_B1_DECM_02#LP_20260727035921,B1_DECM_02#LP,2026-07-27 23:00:00,2026-07-27 23:15:00,K22663,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0
",0.253,0.14,-0.112,0.0000,是
B1_DEVP_01_B1_DEVP_01#11-2_20260727030144,B1_DEVP_01#11-2,2026-07-28 01:00:00,2026-07-28 01:15:00,K02190,"IPA清潔
Partical 0.5um : 1
                     5um : 0",0.232,0.12,-0.112,0.0000,是
B1_OVEN_02_B1_OVEN_02#OVEN1_20260727025917,B1_OVEN_02#OVEN1,2026-07-27 22:40:00,2026-07-27 22:55:00,K02190,"IPA清潔
Partical 0.5um : 1
                     5um : 0",0.182,0.152,-0.03,0.0073,是
B1_ETCH_01_B1_ETCH_01#LP_20260727024704,B1_ETCH_01#LP,2026-07-27 06:00:00,2026-07-27 07:00:00,K09214,已使用無塵布清潔particle周遭,0.407,0.442,0.034,0.9634,否
B1_DEVP_04_B1_DEVP_04#11-0_20260727011216,B1_DEVP_04#11-0,2026-07-27 23:31:00,2026-07-28 00:00:00,K22236,PM,0.533,0.335,-0.198,0.0000,是
B1_SPUT_04_B1_SPUT_04#LP_20260727000140,B1_SPUT_04#LP,2026-07-27 21:33:00,2026-07-27 21:48:00,D1004,使用IPA，無塵布清潔Particle,0.125,0.057,-0.068,0.0000,是
B1_DSCM_01_B1_DSCM_01#TM_20260726165138,B1_DSCM_01#TM,2026-07-26 20:00:00,2026-07-26 21:00:00,C9554,已使用無塵布清潔particle sensor周遭,0.233,0.341,0.108,1.0000,否
B1_COAT_03_B1_COAT_03#13-1_20260726153516,B1_COAT_03#13-1,2026-07-26 23:20:00,2026-07-26 23:35:00,K02190,"IPA清潔
Partical 0.5um : 1
                     5um : 0",0.177,0.05,-0.127,0.0000,是
B1_DEVP_01_B1_DEVP_01#11-0_20260726111016,B1_DEVP_01#11-0,2026-07-26 23:40:00,2026-07-26 23:55:00,K02190,"IPA清潔
Partical 0.5um : 0
                     5um : 0",0.122,0.038,-0.084,0.0000,是
B1_ETCH_04_B1_ETCH_04#LP_20260726102827,B1_ETCH_04#LP,2026-07-26 15:00:00,2026-07-26 16:00:00,D1004,已使用無塵布清潔particle周遭,0.214,0.115,-0.099,0.0000,是
B1_COAT_05_B1_COAT_05#11-1_20260726100144,B1_COAT_05#11-1,2026-07-26 13:07:00,2026-07-26 14:06:00,K21877,PM,0.377,0.183,-0.194,0.0000,是
B1_AGST_03_B1_AGST_03#PA_20260726081854,B1_AGST_03#PA,2026-07-26 22:20:00,2026-07-26 22:35:00,K02190,"IPA清潔
Partical 0.5um : 1
                     5um : 0",0.534,0.556,0.022,0.9603,否
B1_COAT_02_B1_COAT_02#1-0_20260726081805,B1_COAT_02#1-0,2026-07-26 23:00:00,2026-07-26 23:15:00,K02190,"IPA清潔
Partical 0.5um : 0
                     5um : 0",0.206,0.32,0.114,1.0000,否
B1_AGST_08_B1_AGST_08#PA_20260726073719,B1_AGST_08#PA,2026-07-26 22:40:00,2026-07-26 22:55:00,K02190,"IPA清潔
Partical 0.5um : 1
                     5um : 0",0.468,0.297,-0.171,0.0000,是
B1_OVEN_01_B1_OVEN_01#OVEN2_20260726073244,B1_OVEN_01#OVEN2,2026-07-27 00:00:00,2026-07-27 00:15:00,K02190,"IPA清潔
Partical 0.5um : 2
                     5um : 0",0.439,0.119,-0.32,0.0000,是
B1_OVEN_02_B1_OVEN_02#OVEN2_20260726070925,B1_OVEN_02#OVEN2,2026-07-27 00:20:00,2026-07-27 00:35:00,K02190,"IPA清潔
Partical 0.5um : 1
                     5um : 0",0.201,0.11,-0.091,0.0000,是
B1_AGST_02_B1_AGST_02#ST_20260726055042,B1_AGST_02#ST,2026-07-26 22:00:00,2026-07-26 22:15:00,K02190,"IPA清潔
Partical 0.5um : 0
                     5um : 0",0.342,0.157,-0.185,0.0000,是
B1_SCOP_06_B1_SCOP_06#ST_20260726052140,B1_SCOP_06#ST,2026-07-26 08:12:00,2026-07-26 09:07:00,K25080,PM,0.237,0.107,-0.13,0.0000,是
B1_STEP_01_B1_STEP_01#ST_20260726051417,B1_STEP_01#ST,2026-07-27 00:04:00,2026-07-27 02:36:00,G1337,PM,0.297,0.133,-0.164,0.0000,是
B1_THKZ_05_B1_THKZ_05#LP_20260726021758,B1_THKZ_05#LP,2026-07-26 05:20:00,2026-07-26 05:50:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.343,0.138,-0.205,0.0000,是
B1_SCOP_09_B1_SCOP_09#ST_20260726005906,B1_SCOP_09#ST,2026-07-26 23:01:00,2026-07-27 01:43:00,K02190,PM,0.315,0.21,-0.105,0.0000,是
B1_COAT_04_B1_COAT_04#11-0_20260726000140,B1_COAT_04#11-0,2026-07-26 10:26:00,2026-07-26 12:43:00,K21152,PM,0.535,0.707,0.172,1.0000,否
B1_SORT_01_B1_SORT_01#LP_20260726000123,B1_SORT_01#LP,2026-07-27 00:30:00,2026-07-27 00:45:00,K21249,"Clean item : IPA clean and removed sensor, inverted it for 5min
measure value
0.5μm:0
5.0μm:0",0.596,0.551,-0.044,0.0000,是
B1_STEP_04_B1_STEP_04#ST_20260725180352,B1_STEP_04#ST,2026-07-25 20:00:00,2026-07-25 20:30:00,G1337,用酒精+無塵布清潔Paticle sensor周圍,0.54,0.367,-0.174,0.0000,是
B1_AGST_04_B1_AGST_04#ST_20260725172908,B1_AGST_04#ST,2026-07-25 20:00:00,2026-07-25 20:30:00,C4290,用酒精+無塵布清潔Paticle sensor周圍,0.086,0.228,0.142,1.0000,否
B1_AGST_10_B1_AGST_10#PA_20260725172117,B1_AGST_10#PA,2026-07-25 20:00:00,2026-07-25 20:30:00,K23831,用酒精+無塵布清潔Paticle sensor周圍,0.269,0.365,0.097,1.0000,否
B1_OVEN_01_B1_OVEN_01#OVEN1_20260725155213,B1_OVEN_01#OVEN1,2026-07-25 20:00:00,2026-07-25 20:30:00,C4290,用酒精+無塵布清潔Paticle sensor周圍,0.472,0.301,-0.171,0.0000,是
B1_OVEN_04_B1_OVEN_04#OVEN1_20260725153900,B1_OVEN_04#OVEN1,2026-07-25 20:30:00,2026-07-25 21:00:00,C4290,用酒精+無塵布清潔Paticle sensor周圍 ,0.203,0.144,-0.059,0.0000,是
B1_COAT_04_B1_COAT_04#13-1_20260725140733,B1_COAT_04#13-1,2026-07-25 20:00:00,2026-07-25 21:00:00,G1337,用酒精+無塵布清潔Paticle sensor周圍 ,0.178,0.198,0.02,0.9022,否
B1_COAT_04_B1_COAT_04#11-1_20260725140731,B1_COAT_04#11-1,2026-07-25 20:00:00,2026-07-25 21:00:00,G1337,用酒精+無塵布清潔Paticle sensor周圍,0.19,0.032,-0.158,0.0000,是
B1_COAT_04_B1_COAT_04#11-2_20260725140731,B1_COAT_04#11-2,2026-07-25 20:00:00,2026-07-25 21:00:00,G1337,用酒精+無塵布清潔Paticle sensor周圍,0.312,0.18,-0.132,0.0000,是
B1_COAT_01_B1_COAT_01#LP2_20260725131533,B1_COAT_01#LP2,2026-07-25 20:00:00,2026-07-25 20:30:00,K22661,用酒精+無塵布清潔Paticle sensor周圍,0.189,0.192,0.002,0.5611,否
B1_COAT_07_B1_COAT_07#13-1_20260725105523,B1_COAT_07#13-1,2026-07-25 20:30:00,2026-07-25 21:00:00,G1337,用酒精+無塵布清潔Paticle sensor周圍,0.259,0.426,0.167,1.0000,否
B1_COAT_02_B1_COAT_02#14-1_20260725095311,B1_COAT_02#14-1,2026-07-25 20:00:00,2026-07-25 20:30:00,G1337,用酒精+無塵布清潔Paticle sensor周圍 ,0.115,0.049,-0.066,0.0000,是
B1_DEVP_04_B1_DEVP_04#11-0_20260725080035,B1_DEVP_04#11-0,2026-07-25 20:00:00,2026-07-25 20:30:00,K22661,用酒精+無塵布清潔Paticle sensor周圍 ,0.424,0.341,-0.083,0.0000,是
B1_WFCL_02_B1_WFCL_02#LP_20260725070159,B1_WFCL_02#LP,2026-07-25 20:00:00,2026-07-25 20:30:00,C4290,用酒精+無塵布清潔Paticle sensor周圍,0.309,0.137,-0.172,0.0000,是
B1_SPUT_04_B1_SPUT_04#LP_20260725055438,B1_SPUT_04#LP,2026-07-25 09:50:00,2026-07-25 10:20:00,K24766,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.252,0.2,-0.053,0.0005,是
B1_COAT_04_B1_COAT_04#13-2_20260725055159,B1_COAT_04#13-2,2026-07-25 20:00:00,2026-07-25 21:00:00,G1337,用酒精+無塵布清潔Paticle sensor周圍 ,0.274,0.233,-0.041,0.0002,是
B1_DEVP_04_B1_DEVP_04#12-1_20260725021655,B1_DEVP_04#12-1,2026-07-25 20:00:00,2026-07-25 20:30:00,K24461,用酒精+無塵布清潔Paticle sensor周圍,0.331,0.223,-0.108,0.0000,是
B1_DEVP_03_B1_DEVP_03#12-2_20260725012440,B1_DEVP_03#12-2,2026-07-25 20:30:00,2026-07-25 21:00:00,K24461,用酒精+無塵布清潔Paticle sensor周圍,0.239,0.232,-0.007,0.3296,否
B1_DEVP_02_B1_DEVP_02#11-1_20260725012024,B1_DEVP_02#11-1,2026-07-25 20:00:00,2026-07-25 20:30:00,G1337,"
用酒精+無塵布清潔Paticle sensor周圍",0.35,0.522,0.172,1.0000,否
B1_COAT_07_B1_COAT_07#12-2_20260725004855,B1_COAT_07#12-2,2026-07-25 20:30:00,2026-07-25 21:00:00,K22661,"
用酒精+無塵布清潔Paticle sensor周圍",0.151,0.31,0.16,1.0000,否
B1_SCOP_01_B1_SCOP_01#ST_20260725000152,B1_SCOP_01#ST,2026-07-25 20:00:00,2026-07-25 20:30:00,K24461,"用酒精+無塵布清潔Paticle sensor周圍
",0.198,0.164,-0.034,0.0000,是
B1_SCOP_08_B1_SCOP_08#ST_20260725000001,B1_SCOP_08#ST,2026-07-25 20:00:00,2026-07-25 20:30:00,K23831,用酒精+無塵布清潔Paticle sensor周圍,0.228,0.108,-0.121,0.0000,是
B1_DEVP_01_B1_DEVP_01#12-1_20260724211604,B1_DEVP_01#12-1,2026-07-24 23:00:00,2026-07-25 00:30:00,G1337,用酒精+無塵布清潔Paticle sensor周圍,0.154,0.065,-0.089,0.0000,是
B1_DEVP_01_B1_DEVP_01#11-1_20260724211603,B1_DEVP_01#11-1,2026-07-24 23:00:00,2026-07-25 00:30:00,G1337,用酒精+無塵布清潔Paticle sensor周圍,0.204,0.162,-0.042,0.0000,是
B1_SCOP_09_B1_SCOP_09#ST_20260724185535,B1_SCOP_09#ST,2026-07-24 21:00:00,2026-07-24 21:10:00,K22661,"用酒精+無塵布清潔Paticle sensor周圍 0.3um: 0 ; 0.5um: 0 ; 5um: 0
",0.168,0.274,0.106,1.0000,否
B1_AGST_09_B1_AGST_09#PA_20260724183447,B1_AGST_09#PA,2026-07-24 22:00:00,2026-07-24 22:10:00,K24461,"用酒精+無塵布清潔Paticle sensor周圍 0.3um: 0 ; 0.5um: 0 ; 5um: 0
",0.22,0.141,-0.079,0.0000,是
B1_STEP_02_B1_STEP_02#PA_20260724175155,B1_STEP_02#PA,2026-07-24 20:20:00,2026-07-24 20:10:00,K22661,"用酒精+無塵布清潔Paticle sensor周圍 0.3um: 0 ; 0.5um: 0 ; 5um: 0
",0.484,0.491,0.007,0.7951,否
