EVENT_ID,PSN,MAINTENANCE_START,MAINTENANCE_END,MAINTENANCE_USER,MAINTENANCE_CONTENT,AVG_PI_BEFORE,AVG_PI_AFTER,DIFF,P_VALUE,SIGNIFICANT_DROP
B1_OVEN_03_B1_OVEN_03#OVEN2_20260805062849,B1_OVEN_03#OVEN2,2026-08-05 20:30:00,2026-08-05 20:40:00,K00283,使用酒精無塵布清潔OVEN2,0.178,0.076,-0.102,0.0000,是
B1_COAT_05_B1_COAT_05#13-2_20260805045317,B1_COAT_05#13-2,2026-08-05 20:30:00,2026-08-05 20:50:00,K00283,使用酒精無塵布清潔13-2,0.18,0.018,-0.161,0.0000,是
B1_DECM_03_B1_DECM_03#LP_20260805045249,B1_DECM_03#LP,2026-08-05 08:00:00,2026-08-05 08:30:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.259,0.068,-0.192,0.0000,是
B1_DEVP_04_B1_DEVP_04#14-1_20260805040938,B1_DEVP_04#14-1,2026-08-05 20:30:00,2026-08-05 20:40:00,K00283,使用酒精無塵布清潔14-1,0.24,0.251,0.012,0.7557,否
B1_DBCL_01_B1_DBCL_01#LP_20260805020830,B1_DBCL_01#LP,2026-08-05 05:30:00,2026-08-05 05:45:00,D1004,使用IPA，無塵布清潔Particle,0.511,0.599,0.089,1.0000,否
B1_SHTZ_01_B1_SHTZ_01#PA_20260805001818,B1_SHTZ_01#PA,2026-08-05 20:00:00,2026-08-05 20:30:00,K00283,使用酒精無塵布清潔PA,0.326,0.148,-0.179,0.0000,是
B1_SCOP_04_B1_SCOP_04#PA_20260805000242,B1_SCOP_04#PA,2026-08-05 00:10:00,2026-08-05 00:30:00,K21836,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.176,0.233,0.057,1.0000,否
B1_SORT_01_B1_SORT_01#LP_20260805000234,B1_SORT_01#LP,2026-08-06 07:30:00,2026-08-06 08:00:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.582,,,N/A,N/A
B1_PRRM_02_B1_PRRM_02#LP_20260805000229,B1_PRRM_02#LP,2026-08-07 22:15:00,2026-08-07 22:30:00,D1004,使用IPA，無塵布清潔Particle,,,,N/A,N/A
B1_COAT_01_B1_COAT_01#LP2_20260805000209,B1_COAT_01#LP2,2026-08-05 20:00:00,2026-08-05 20:20:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.271,0.072,-0.198,0.0000,是
B1_DEVP_01_B1_DEVP_01#13-2_20260805000207,B1_DEVP_01#13-2,2026-08-05 22:00:00,2026-08-05 22:20:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.165,0.433,0.268,0.9945,否
B1_DEVP_02_B1_DEVP_02#11-1_20260805000149,B1_DEVP_02#11-1,2026-08-05 23:40:00,2026-08-05 23:55:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.343,,,N/A,N/A
B1_SCOP_07_B1_SCOP_07#PA_20260805000010,B1_SCOP_07#PA,2026-08-05 21:00:00,2026-08-05 21:20:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.198,0.135,-0.063,0.0000,是
B1_PLAT_03_B1_PLAT_03#LP_20260805000004,B1_PLAT_03#LP,2026-08-07 22:30:00,2026-08-07 22:45:00,D1004,使用IPA，無塵布清潔Particle,,,,N/A,N/A
B1_STEP_04_B1_STEP_04#PA_20260804171817,B1_STEP_04#PA,2026-08-04 09:10:00,2026-08-04 09:20:00,K24463,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.058,0.124,0.066,1.0000,否
B1_COAT_05_B1_COAT_05#11-0_20260804165507,B1_COAT_05#11-0,2026-08-04 21:00:00,2026-08-04 21:20:00,K25080,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.177,0.23,0.053,1.0000,否
B1_STEP_02_B1_STEP_02#PA_20260804165144,B1_STEP_02#PA,2026-08-04 21:30:00,2026-08-04 21:50:00,K21152,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.494,0.65,0.156,1.0000,否
B1_COAT_04_B1_COAT_04#14-2_20260804163558,B1_COAT_04#14-2,2026-08-04 21:40:00,2026-08-04 22:00:00,K22234,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.159,0.222,0.063,1.0000,否
B1_SCOP_04_B1_SCOP_04#ST_20260804154757,B1_SCOP_04#ST,2026-08-04 21:00:00,2026-08-04 21:20:00,K21836,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.143,0.042,-0.1,0.0000,是
B1_ETCH_03_B1_ETCH_03#LP_20260804151234,B1_ETCH_03#LP,2026-08-04 15:30:00,2026-08-04 17:30:00,K20306,已使用無塵布清潔particle周遭,0.292,0.57,0.278,1.0000,否
B1_COAT_06_B1_COAT_06#13-2_20260804143226,B1_COAT_06#13-2,2026-08-04 22:10:00,2026-08-04 22:30:00,K21877,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.317,0.324,0.007,0.6619,否
B1_COAT_02_B1_COAT_02#11-2_20260804143030,B1_COAT_02#11-2,2026-08-04 22:30:00,2026-08-04 22:50:00,K25080,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.172,0.018,-0.154,0.0000,是
B1_SCOP_03_B1_SCOP_03#ST_20260804140236,B1_SCOP_03#ST,2026-08-04 22:40:00,2026-08-04 23:00:00,K25981,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.464,0.188,-0.276,0.0000,是
B1_AGST_09_B1_AGST_09#PA_20260804115538,B1_AGST_09#PA,2026-08-04 23:00:00,2026-08-04 23:20:00,K21836,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.208,0.225,0.017,0.8572,否
B1_DEVP_03_B1_DEVP_03#12-1_20260804110714,B1_DEVP_03#12-1,2026-08-04 23:00:00,2026-08-04 23:20:00,K24463,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.186,0.124,-0.062,0.0000,是
B1_AGST_01_B1_AGST_01#ST_20260804080727,B1_AGST_01#ST,2026-08-04 23:10:00,2026-08-04 23:30:00,K25981,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.394,0.498,0.104,1.0000,否
B1_COAT_04_B1_COAT_04#12-1_20260804075201,B1_COAT_04#12-1,2026-08-04 22:30:00,2026-08-04 22:50:00,G1562,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.392,0.283,-0.109,0.0000,是
B1_DEVP_03_B1_DEVP_03#14-2_20260804063210,B1_DEVP_03#14-2,2026-08-04 22:40:00,2026-08-04 23:00:00,K25080,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.396,0.381,-0.015,0.0472,是
B1_COAT_02_B1_COAT_02#14-1_20260804060213,B1_COAT_02#14-1,2026-08-04 23:20:00,2026-08-04 23:40:00,K21877,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.144,0.154,0.01,0.8337,否
B1_SCOP_06_B1_SCOP_06#ST_20260804041136,B1_SCOP_06#ST,2026-08-04 22:00:00,2026-08-04 22:20:00,K21836,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.324,0.082,-0.242,0.0000,是
B1_OVEN_03_B1_OVEN_03#OVEN1_20260804033228,B1_OVEN_03#OVEN1,2026-08-04 22:20:00,2026-08-04 22:40:00,C0684,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.193,0.088,-0.104,0.0000,是
B1_COAT_05_B1_COAT_05#11-1_20260804024139,B1_COAT_05#11-1,2026-08-04 22:30:00,2026-08-04 22:50:00,K21152,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.274,0.113,-0.16,0.0000,是
B1_DEVP_03_B1_DEVP_03#14-1_20260804013757,B1_DEVP_03#14-1,2026-08-04 22:20:00,2026-08-04 23:00:00,K25080,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.538,0.503,-0.035,0.0001,是
B1_SPUT_04_B1_SPUT_04#LP_20260804000133,B1_SPUT_04#LP,2026-08-05 08:00:00,2026-08-05 08:30:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.178,0.242,0.064,0.9982,否
B1_AGST_10_B1_AGST_10#PA_20260803191439,B1_AGST_10#PA,2026-08-04 01:40:00,2026-08-04 01:50:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.194,0.116,-0.078,0.0000,是
B1_STEP_01_B1_STEP_01#ST_20260803184114,B1_STEP_01#ST,2026-08-03 22:30:00,2026-08-03 22:50:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.145,0.106,-0.039,0.0000,是
B1_SCOP_08_B1_SCOP_08#PA_20260803182326,B1_SCOP_08#PA,2026-08-03 22:00:00,2026-08-03 22:10:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.165,0.176,0.011,0.8095,否
B1_DEVP_01_B1_DEVP_01#12-2_20260803181232,B1_DEVP_01#12-2,2026-08-03 23:30:00,2026-08-03 23:45:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.235,0.16,-0.075,0.0000,是
B1_OVEN_01_B1_OVEN_01#OVEN1_20260803175624,B1_OVEN_01#OVEN1,2026-08-03 23:10:00,2026-08-03 23:20:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.48,0.452,-0.028,0.0114,是
B1_DECM_02_B1_DECM_02#LP_20260803172817,B1_DECM_02#LP,2026-08-04 15:00:00,2026-08-04 15:20:00,K22663,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0
",0.177,0.088,-0.089,0.0000,是
B1_AGST_11_B1_AGST_11#PA_20260803160608,B1_AGST_11#PA,2026-08-04 01:30:00,2026-08-04 01:50:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.221,0.192,-0.028,0.0620,否
B1_OVEN_04_B1_OVEN_04#OVEN2_20260803141354,B1_OVEN_04#OVEN2,2026-08-04 01:30:00,2026-08-04 01:50:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.109,0.094,-0.015,0.0570,否
B1_COAT_06_B1_COAT_06#11-0_20260803140735,B1_COAT_06#11-0,2026-08-03 21:30:00,2026-08-03 21:50:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.578,0.577,-0.001,0.4739,否
B1_REFW_01_B1_REFW_01#LP_20260803131450,B1_REFW_01#LP,2026-08-03 21:30:00,2026-08-03 21:45:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.292,0.138,-0.154,0.0000,是
B1_SHTZ_01_B1_SHTZ_01#PA_20260803124616,B1_SHTZ_01#PA,2026-08-03 22:10:00,2026-08-03 22:25:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.292,0.248,-0.044,0.0001,是
B1_SCOP_04_B1_SCOP_04#ST_20260803120511,B1_SCOP_04#ST,2026-08-03 20:30:00,2026-08-03 20:45:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.206,0.141,-0.065,0.0001,是
B1_SPUT_05_B1_SPUT_05#LP_20260803110205,B1_SPUT_05#LP,2026-08-03 14:00:00,2026-08-03 14:20:00,K22663,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0
",0.198,0.11,-0.088,0.0000,是
B1_COAT_03_B1_COAT_03#1-0_20260803095808,B1_COAT_03#1-0,2026-08-04 01:45:00,2026-08-04 01:55:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.248,0.059,-0.189,0.0000,是
B1_COAT_05_B1_COAT_05#11-2_20260803095306,B1_COAT_05#11-2,2026-08-03 22:30:00,2026-08-03 22:55:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.264,0.189,-0.074,0.0000,是
B1_SCOP_07_B1_SCOP_07#ST_20260803091254,B1_SCOP_07#ST,2026-08-03 22:30:00,2026-08-03 22:50:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.183,0.186,0.003,0.5706,否
B1_DEVP_04_B1_DEVP_04#11-0_20260803060555,B1_DEVP_04#11-0,2026-08-03 21:45:00,2026-08-03 21:55:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.5,0.548,0.048,1.0000,否
B1_SCOP_03_B1_SCOP_03#ST_20260803044949,B1_SCOP_03#ST,2026-08-03 21:45:00,2026-08-03 21:55:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.486,0.467,-0.019,0.0861,否
B1_DEVP_01_B1_DEVP_01#13-2_20260803040530,B1_DEVP_01#13-2,2026-08-03 21:45:00,2026-08-03 22:05:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.184,0.071,-0.113,0.0000,是
B1_COAT_04_B1_COAT_04#14-1_20260803024151,B1_COAT_04#14-1,2026-08-03 05:30:00,2026-08-03 05:45:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.205,0.147,-0.058,0.0000,是
B1_DEVP_03_B1_DEVP_03#11-1_20260803013003,B1_DEVP_03#11-1,2026-08-03 04:45:00,2026-08-03 04:55:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.165,0.137,-0.028,0.0031,是
B1_SCOP_07_B1_SCOP_07#PA_20260803000300,B1_SCOP_07#PA,2026-08-03 03:30:00,2026-08-03 03:40:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.208,0.108,-0.101,0.0000,是
B1_DEVP_02_B1_DEVP_02#11-1_20260803000128,B1_DEVP_02#11-1,2026-08-04 01:30:00,2026-08-04 01:45:00,G1562,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.362,0.406,0.044,1.0000,否
B1_SCOP_06_B1_SCOP_06#ST_20260802170915,B1_SCOP_06#ST,2026-08-02 21:50:00,2026-08-02 22:10:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.153,0.19,0.036,0.9982,否
B1_COAT_04_B1_COAT_04#11-0_20260802165920,B1_COAT_04#11-0,2026-08-02 21:50:00,2026-08-02 22:10:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.434,0.435,0.001,0.5208,否
B1_OVEN_04_B1_OVEN_04#OVEN1_20260802165049,B1_OVEN_04#OVEN1,2026-08-02 21:30:00,2026-08-02 21:50:00,K05632,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.212,0.096,-0.116,0.0000,是
B1_COAT_02_B1_COAT_02#1-0_20260802103625,B1_COAT_02#1-0,2026-08-02 21:30:00,2026-08-02 21:50:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.272,0.344,0.072,1.0000,否
B1_SCOP_09_B1_SCOP_09#ST_20260802102806,B1_SCOP_09#ST,2026-08-02 21:30:00,2026-08-02 21:50:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.283,0.202,-0.081,0.0000,是
B1_RESZ_02_B1_RESZ_02#LP_20260802095949,B1_RESZ_02#LP,2026-08-02 12:00:00,2026-08-02 12:30:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.207,0.121,-0.086,0.0000,是
B1_STEP_04_B1_STEP_04#PA_20260802093423,B1_STEP_04#PA,2026-08-02 21:10:00,2026-08-02 21:30:00,K05632,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.258,0.082,-0.176,0.0000,是
B1_AGST_01_B1_AGST_01#PA_20260802093251,B1_AGST_01#PA,2026-08-02 21:10:00,2026-08-02 21:30:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.15,0.058,-0.092,0.0000,是
B1_AGST_08_B1_AGST_08#PA_20260802075652,B1_AGST_08#PA,2026-08-02 21:10:00,2026-08-02 21:30:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.242,0.266,0.024,0.9700,否
B1_PLAT_03_B1_PLAT_03#LP_20260802070944,B1_PLAT_03#LP,2026-08-03 03:00:00,2026-08-03 03:30:00,K21705,使用IPA，無塵布清潔Particle,0.571,0.504,-0.066,0.0003,是
B1_COAT_04_B1_COAT_04#12-1_20260802070613,B1_COAT_04#12-1,2026-08-02 20:50:00,2026-08-02 21:10:00,K05632,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.212,0.197,-0.016,0.1245,否
B1_DEVP_04_B1_DEVP_04#13-1_20260802040312,B1_DEVP_04#13-1,2026-08-02 20:50:00,2026-08-02 21:10:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0 , 5um:0",0.229,0.191,-0.038,0.0093,是
B1_COAT_03_B1_COAT_03#13-1_20260802033252,B1_COAT_03#13-1,2026-08-02 20:50:00,2026-08-02 21:10:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.119,0.041,-0.078,0.0000,是
B1_STEP_03_B1_STEP_03#LP_20260802022601,B1_STEP_03#LP,2026-08-02 20:30:00,2026-08-02 20:50:00,K05632,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.332,0.144,-0.188,0.0000,是
B1_SCOP_08_B1_SCOP_08#ST_20260802014555,B1_SCOP_08#ST,2026-08-02 20:30:00,2026-08-02 20:50:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.251,0.062,-0.188,0.0000,是
B1_ETCH_03_B1_ETCH_03#LP_20260802012618,B1_ETCH_03#LP,2026-08-03 03:30:00,2026-08-03 04:00:00,K21705,使用IPA，無塵布清潔Particle,0.568,0.279,-0.289,0.0000,是
B1_COAT_01_B1_COAT_01#LP1_20260802000125,B1_COAT_01#LP1,2026-08-02 20:30:00,2026-08-02 20:50:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.181,0.044,-0.137,0.0000,是
B1_THKZ_05_B1_THKZ_05#LP_20260801195057,B1_THKZ_05#LP,2026-08-02 03:00:00,2026-08-02 03:30:00,K25353,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: particle measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.336,0.169,-0.167,0.0000,是
B1_OVEN_01_B1_OVEN_01#OVEN1_20260801185319,B1_OVEN_01#OVEN1,2026-08-01 23:10:00,2026-08-01 23:30:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.49,0.529,0.039,0.9986,否
B1_STEP_02_B1_STEP_02#LP_20260801181647,B1_STEP_02#LP,2026-08-01 22:50:00,2026-08-01 23:10:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.275,0.223,-0.053,0.0026,是
B1_PRRM_03_B1_PRRM_03#LP_20260801161806,B1_PRRM_03#LP,2026-08-03 04:00:00,2026-08-03 04:30:00,K21705,使用IPA，無塵布清潔Particle,0.111,0.052,-0.059,0.0000,是
B1_DEVP_01_B1_DEVP_01#13-2_20260801145019,B1_DEVP_01#13-2,2026-08-01 22:30:00,2026-08-01 22:50:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.215,0.153,-0.063,0.0000,是
B1_DSCM_01_B1_DSCM_01#TM_20260801131343,B1_DSCM_01#TM,2026-08-01 16:30:00,2026-08-01 17:00:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.262,0.307,0.045,0.9848,否
B1_COAT_05_B1_COAT_05#13-1_20260801124921,B1_COAT_05#13-1,2026-08-01 22:10:00,2026-08-01 22:30:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.497,0.501,0.004,0.6028,否
B1_DEVP_02_B1_DEVP_02#12-1_20260801115821,B1_DEVP_02#12-1,2026-08-01 21:50:00,2026-08-01 22:10:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.174,0.08,-0.094,0.0000,是
B1_COAT_05_B1_COAT_05#11-0_20260801115315,B1_COAT_05#11-0,2026-08-01 21:30:00,2026-08-01 21:50:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.248,0.207,-0.041,0.0005,是
B1_SCOP_03_B1_SCOP_03#ST_20260801110612,B1_SCOP_03#ST,2026-08-01 21:10:00,2026-08-01 21:30:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.43,0.343,-0.087,0.0000,是
B1_STEP_02_B1_STEP_02#PA_20260801091401,B1_STEP_02#PA,2026-08-01 20:50:00,2026-08-01 21:10:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.591,0.478,-0.113,0.0000,是
B1_COAT_03_B1_COAT_03#1-0_20260801090336,B1_COAT_03#1-0,2026-08-01 20:30:00,2026-08-01 20:50:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.225,0.072,-0.153,0.0000,是
B1_SCOP_09_B1_SCOP_09#PA_20260801083036,B1_SCOP_09#PA,2026-08-01 23:50:00,2026-08-02 00:10:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.254,0.193,-0.061,0.0000,是
B1_COAT_07_B1_COAT_07#13-2_20260801082459,B1_COAT_07#13-2,2026-08-01 23:30:00,2026-08-01 23:50:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.246,0.148,-0.098,0.0000,是
B1_RESZ_03_B1_RESZ_03#LP_20260801061337,B1_RESZ_03#LP,2026-08-01 08:30:00,2026-08-01 09:00:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.493,0.294,-0.199,0.0000,是
B1_DEVP_03_B1_DEVP_03#12-1_20260801061319,B1_DEVP_03#12-1,2026-08-01 22:50:00,2026-08-01 23:10:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.185,0.206,0.021,0.9828,否
B1_OVEN_04_B1_OVEN_04#OVEN1_20260801051444,B1_OVEN_04#OVEN1,2026-08-01 22:30:00,2026-08-01 22:50:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.214,0.206,-0.007,0.3237,否
